Sample,SampleName,AT1G22630,AT1G22620,AT1G22610,Tissue,Ecotype,Genotype,Treatment,Project,TotalReads,UniqueMappedRatio,ReleaseDate
GSM2328116,PBI174: phr1phl1_preTreat(-P)_HighP_SynCom_expB-rep2,35.8,32.03,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,7064448,0.9004,3/20/2017
GSM2328117,PBI175: Col-0_preTreat(+P)_HighP_SynCom_expB-rep1,30.21,24.27,0,seedlings,Col-0,Col-0,--,PRJNA344452,2726553,0.8914,3/20/2017
GSM2328118,PBI176: phf1_preTreat(+P)_HighP_SynCom_expB-rep1,42.9,27.52,0,seedlings,Col-0,phf1,--,PRJNA344452,5002153,0.8924,3/20/2017
GSM2328119,PBI177: phr1phl1_preTreat(+P)_HighP_SynCom_expB-rep1,43.83,27.31,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,3674887,0.8781,3/20/2017
GSM2328120,PBI178: Col-0_preTreat(+P)_HighP_SynCom_expB-rep2,41.81,27.14,0,seedlings,Col-0,Col-0,--,PRJNA344452,4379140,0.8876,3/20/2017
GSM2328121,PBI179: phf1_preTreat(+P)_HighP_SynCom_expB-rep2,39.44,28.37,0,seedlings,Col-0,phf1,--,PRJNA344452,4381485,0.895,3/20/2017
GSM2328122,PBI180: phr1phl1_preTreat(+P)_HighP_SynCom_expB-rep2,39.74,24.69,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,2812905,0.8816,3/20/2017
GSM2328123,PBI181: Col-0_preTreat(+Phi)_HighP_SynCom_expB-rep1,39.33,29.59,0,seedlings,Col-0,Col-0,--,PRJNA344452,4930873,0.8919,3/20/2017
GSM2328124,PBI182: phf1_preTreat(+Phi)_HighP_SynCom_expB-rep1,36.82,30.22,0,seedlings,Col-0,phf1,--,PRJNA344452,7237697,0.8997,3/20/2017
GSM2328125,PBI183: phr1phl1_preTreat(+Phi)_HighP_SynCom_expB-rep1,37.03,28.39,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,3906642,0.8846,3/20/2017
GSM2328126,PBI184: Col-0_preTreat(+Phi)_HighP_SynCom_expB-rep2,35.27,27.64,0,seedlings,Col-0,Col-0,--,PRJNA344452,5761716,0.8909,3/20/2017
GSM2328127,PBI185: phf1_preTreat(+Phi)_HighP_SynCom_expB-rep2,54.66,28.62,0,seedlings,Col-0,phf1,--,PRJNA344452,5478639,0.8951,3/20/2017
GSM2328128,PBI186: phr1phl1_preTreat(+Phi)_HighP_SynCom_expB-rep2,46.02,27.64,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,3821861,0.8863,3/20/2017
GSM2328129,PBI187: Col-0_preTreat(-P)_LowP_noBact_expA-rep1,26.02,29.54,0,seedlings,Col-0,Col-0,--,PRJNA344452,10682654,0.8651,3/20/2017
GSM2328130,PBI188: phf1_preTreat(-P)_LowP_noBact_expA-rep1,26.66,20.75,0,seedlings,Col-0,phf1,--,PRJNA344452,4480606,0.8811,3/20/2017
GSM2328131,PBI189: phr1phl1_preTreat(-P)_LowP_noBact_expA-rep1,34.75,24.88,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,4017165,0.9046,3/20/2017
GSM2328132,PBI190: Col-0_preTreat(-P)_LowP_noBact_expA-rep2,23.65,24.69,0,seedlings,Col-0,Col-0,--,PRJNA344452,4687987,0.9123,3/20/2017
GSM2328133,PBI191: phf1_preTreat(-P)_LowP_noBact_expA-rep2,25.06,25.45,0,seedlings,Col-0,phf1,--,PRJNA344452,7548700,0.8965,3/20/2017
GSM2328134,PBI192: phr1phl1_preTreat(-P)_LowP_noBact_expA-rep2,43.16,23.82,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,3564551,0.9032,3/20/2017
GSM2328135,PBI193: Col-0_preTreat(+P)_LowP_noBact_expA-rep1,32.79,20.99,0,seedlings,Col-0,Col-0,--,PRJNA344452,4946329,0.871,3/20/2017
GSM2328136,PBI194: phf1_preTreat(+P)_LowP_noBact_expA-rep1,21.61,26.38,0,seedlings,Col-0,phf1,--,PRJNA344452,8774501,0.9088,3/20/2017
GSM2328137,PBI195: phr1phl1_preTreat(+P)_LowP_noBact_expA-rep1,40.96,26.83,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,4439105,0.8975,3/20/2017
GSM2328138,PBI196: Col-0_preTreat(+P)_LowP_noBact_expA-rep2,19.04,27.27,0,seedlings,Col-0,Col-0,--,PRJNA344452,6785348,0.908,3/20/2017
GSM2328139,PBI197: phf1_preTreat(+P)_LowP_noBact_expA-rep2,26.1,25.48,0,seedlings,Col-0,phf1,--,PRJNA344452,6171101,0.9094,3/20/2017
GSM2328140,PBI198: phr1phl1_preTreat(+P)_LowP_noBact_expA-rep2,39.57,25.17,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,5616446,0.9006,3/20/2017
GSM2328141,PBI199: Col-0_preTreat(+Phi)_LowP_noBact_expA-rep1,38.12,23.41,0,seedlings,Col-0,Col-0,--,PRJNA344452,3416266,0.9001,3/20/2017
GSM2328142,PBI200: phf1_preTreat(+Phi)_LowP_noBact_expA-rep1,28.57,25.2,0,seedlings,Col-0,phf1,--,PRJNA344452,6384033,0.9053,3/20/2017
GSM2328143,PBI201: phr1phl1_preTreat(+Phi)_LowP_noBact_expA-rep1,33.58,25.03,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,4795779,0.8946,3/20/2017
GSM2328144,PBI202: Col-0_preTreat(+Phi)_LowP_noBact_expA-rep2,19.3,27,0,seedlings,Col-0,Col-0,--,PRJNA344452,7313927,0.909,3/20/2017
GSM2328145,PBI203: phf1_preTreat(+Phi)_LowP_noBact_expA-rep2,21.42,17.64,0,seedlings,Col-0,phf1,--,PRJNA344452,1830525,0.9042,3/20/2017
GSM2328146,PBI204: phr1phl1_preTreat(+Phi)_LowP_noBact_expA-rep2,36.36,7.55,26,seedlings,Col-0,phr1 phl1,--,PRJNA344452,1962790,0.9016,3/20/2017
GSM2328147,PBI205: Col-0_preTreat(-P)_LowP_SynCom_expA-rep1,20.88,19.82,0,seedlings,Col-0,Col-0,--,PRJNA344452,3242467,0.9181,3/20/2017
GSM2328148,PBI206: phf1_preTreat(-P)_LowP_SynCom_expA-rep1,29.68,15.77,0,seedlings,Col-0,phf1,--,PRJNA344452,1759790,0.9065,3/20/2017
GSM2328149,PBI207: phr1phl1_preTreat(-P)_LowP_SynCom_expA-rep1,17.64,2.93,28.31,seedlings,Col-0,phr1 phl1,--,PRJNA344452,1459431,0.5177,3/20/2017
GSM2328150,PBI208: Col-0_preTreat(-P)_LowP_SynCom_expA-rep2,18.81,20.78,0,seedlings,Col-0,Col-0,--,PRJNA344452,2867799,0.9167,3/20/2017
GSM2328151,PBI209: phf1_preTreat(-P)_LowP_SynCom_expA-rep2,36.12,8.46,25.11,seedlings,Col-0,phf1,--,PRJNA344452,2691883,0.9093,3/20/2017
GSM2328152,PBI210: phr1phl1_preTreat(-P)_LowP_SynCom_expA-rep2,37.59,17.37,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,2368247,0.9137,3/20/2017
GSM2328153,PBI211: Col-0_preTreat(+P)_LowP_SynCom_expA-rep1,26.65,21.65,0,seedlings,Col-0,Col-0,--,PRJNA344452,5779986,0.9087,3/20/2017
GSM2328154,PBI212: phf1_preTreat(+P)_LowP_SynCom_expA-rep1,34.53,23.91,0,seedlings,Col-0,phf1,--,PRJNA344452,6631764,0.9082,3/20/2017
GSM2328155,PBI213: phr1phl1_preTreat(+P)_LowP_SynCom_expA-rep1,45.9,23.75,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,7181640,0.906,3/20/2017
GSM2328156,PBI214: Col-0_preTreat(+P)_LowP_SynCom_expA-rep2,21.03,20.54,0,seedlings,Col-0,Col-0,--,PRJNA344452,3976563,0.9183,3/20/2017
GSM2328157,PBI215: phf1_preTreat(+P)_LowP_SynCom_expA-rep2,33.39,20.31,0,seedlings,Col-0,phf1,--,PRJNA344452,4125899,0.8984,3/20/2017
GSM2328158,PBI216: phr1phl1_preTreat(+P)_LowP_SynCom_expA-rep2,45.84,24.32,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,4097515,0.9026,3/20/2017
GSM2328159,PBI217: Col-0_preTreat(+Phi)_LowP_SynCom_expA-rep1,23.17,24.36,0,seedlings,Col-0,Col-0,--,PRJNA344452,4835151,0.9021,3/20/2017
GSM2328160,PBI218: phf1_preTreat(+Phi)_LowP_SynCom_expA-rep1,34.17,23.46,0,seedlings,Col-0,phf1,--,PRJNA344452,4824855,0.8982,3/20/2017
GSM2328161,PBI219: phr1phl1_preTreat(+Phi)_LowP_SynCom_expA-rep1,41.72,26.82,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,6546350,0.8874,3/20/2017
GSM2328162,PBI220: Col-0_preTreat(+Phi)_LowP_SynCom_expA-rep2,39.94,22.95,0,seedlings,Col-0,Col-0,--,PRJNA344452,5696589,0.9028,3/20/2017
GSM2328163,PBI221: phf1_preTreat(+Phi)_LowP_SynCom_expA-rep2,35.68,22.6,0,seedlings,Col-0,phf1,--,PRJNA344452,4785593,0.879,3/20/2017
GSM2328164,PBI222: phr1phl1_preTreat(+Phi)_LowP_SynCom_expA-rep2,35.69,23.93,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,5355306,0.8851,3/20/2017
GSM2328165,PBI223: Col-0_preTreat(-P)_HighP_noBact_expA-rep1,27.12,28.55,0,seedlings,Col-0,Col-0,--,PRJNA344452,5102943,0.909,3/20/2017
GSM2328166,PBI224: phf1_preTreat(-P)_HighP_noBact_expA-rep1,32.95,26.9,0,seedlings,Col-0,phf1,--,PRJNA344452,9313269,0.9084,3/20/2017
GSM2328167,PBI225: phr1phl1_preTreat(-P)_HighP_noBact_expA-rep1,28.05,27.66,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,6278196,0.9083,3/20/2017
GSM2328168,PBI226: Col-0_preTreat(-P)_HighP_noBact_expA-rep2,29.81,28.54,0,seedlings,Col-0,Col-0,--,PRJNA344452,5063615,0.9086,3/20/2017
GSM2328169,PBI227: phf1_preTreat(-P)_HighP_noBact_expA-rep2,38.03,27.34,0,seedlings,Col-0,phf1,--,PRJNA344452,7669453,0.9067,3/20/2017
GSM2328170,PBI228: phr1phl1_preTreat(-P)_HighP_noBact_expA-rep2,34.38,25.41,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,5710839,0.9063,3/20/2017
GSM2328171,PBI229: Col-0_preTreat(+P)_HighP_noBact_expA-rep1,30.48,26.25,0,seedlings,Col-0,Col-0,--,PRJNA344452,3962779,0.913,3/20/2017
GSM2328172,PBI230: phf1_preTreat(+P)_HighP_noBact_expA-rep1,29.7,25.1,0,seedlings,Col-0,phf1,--,PRJNA344452,6430902,0.9103,3/20/2017
GSM2328173,PBI231: phr1phl1_preTreat(+P)_HighP_noBact_expA-rep1,38.28,24.33,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,3058472,0.9083,3/20/2017
GSM2328174,PBI232: Col-0_preTreat(+P)_HighP_noBact_expA-rep2,34.96,26.84,0,seedlings,Col-0,Col-0,--,PRJNA344452,4959909,0.9105,3/20/2017
GSM2328175,PBI233: phf1_preTreat(+P)_HighP_noBact_expA-rep2,35.45,25.58,0,seedlings,Col-0,phf1,--,PRJNA344452,4955730,0.9041,3/20/2017
GSM2328176,PBI234: phr1phl1_preTreat(+P)_HighP_noBact_expA-rep2,35.12,26.87,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,7285678,0.9032,3/20/2017
GSM2328177,PBI235: Col-0_preTreat(+Phi)_HighP_noBact_expA-rep1,43.31,26.76,0,seedlings,Col-0,Col-0,--,PRJNA344452,5307665,0.9088,3/20/2017
GSM2328178,PBI236: phf1_preTreat(+Phi)_HighP_noBact_expA-rep1,29.95,26.84,0,seedlings,Col-0,phf1,--,PRJNA344452,5074926,0.9033,3/20/2017
GSM2328179,PBI237: phr1phl1_preTreat(+Phi)_HighP_noBact_expA-rep1,38.21,26.54,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,3640018,0.9052,3/20/2017
GSM2328180,PBI238: Col-0_preTreat(+Phi)_HighP_noBact_expA-rep2,35.61,27.26,0,seedlings,Col-0,Col-0,--,PRJNA344452,6221854,0.9094,3/20/2017
GSM2328181,PBI239: phf1_preTreat(+Phi)_HighP_noBact_expA-rep2,21.77,23.75,0,seedlings,Col-0,phf1,--,PRJNA344452,3260495,0.9076,3/20/2017
GSM2328182,PBI240: phr1phl1_preTreat(+Phi)_HighP_noBact_expA-rep2,32.43,28.11,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,9093167,0.9049,3/20/2017
GSM2328183,PBI241: Col-0_preTreat(-P)_HighP_SynCom_expA-rep1,35.06,28.58,0,seedlings,Col-0,Col-0,--,PRJNA344452,5472411,0.9018,3/20/2017
GSM2328184,PBI242: phf1_preTreat(-P)_HighP_SynCom_expA-rep1,56.66,7.49,25.72,seedlings,Col-0,phf1,--,PRJNA344452,2840179,0.895,3/20/2017
GSM2328185,PBI243: phr1phl1_preTreat(-P)_HighP_SynCom_expA-rep1,36.93,30.57,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,10544804,0.9062,3/20/2017
GSM2328186,PBI244: Col-0_preTreat(-P)_HighP_SynCom_expA-rep2,13.43,27.94,0,seedlings,Col-0,Col-0,--,PRJNA344452,4937401,0.898,3/20/2017
GSM2328187,PBI245: phf1_preTreat(-P)_HighP_SynCom_expA-rep2,19.63,27.99,0,seedlings,Col-0,phf1,--,PRJNA344452,4736113,0.8975,3/20/2017
GSM2328188,PBI246: phr1phl1_preTreat(-P)_HighP_SynCom_expA-rep2,20.78,25.42,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,4332553,0.9001,3/20/2017
GSM2328189,PBI247: Col-0_preTreat(+P)_HighP_SynCom_expA-rep1,48.96,24.98,0,seedlings,Col-0,Col-0,--,PRJNA344452,2939589,0.9011,3/20/2017
GSM2328190,PBI248: phf1_preTreat(+P)_HighP_SynCom_expA-rep1,35.83,25.16,0,seedlings,Col-0,phf1,--,PRJNA344452,5597527,0.9047,3/20/2017
GSM2328191,PBI249: phr1phl1_preTreat(+P)_HighP_SynCom_expA-rep1,30.98,26.09,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,4672213,0.9107,3/20/2017
GSM2328192,PBI250: Col-0_preTreat(+P)_HighP_SynCom_expA-rep2,22.74,25.47,0,seedlings,Col-0,Col-0,--,PRJNA344452,3681511,0.8945,3/20/2017
GSM2328193,PBI251: phf1_preTreat(+P)_HighP_SynCom_expA-rep2,48.88,20.05,0,seedlings,Col-0,phf1,--,PRJNA344452,3745144,0.8368,3/20/2017
GSM2328194,PBI252: phr1phl1_preTreat(+P)_HighP_SynCom_expA-rep2,26.13,11.59,28.38,seedlings,Col-0,phr1 phl1,--,PRJNA344452,3332564,0.9054,3/20/2017
GSM2328195,PBI253: Col-0_preTreat(+Phi)_HighP_SynCom_expA-rep1,14.35,23.13,0,seedlings,Col-0,Col-0,--,PRJNA344452,4349086,0.9038,3/20/2017
GSM2328196,PBI254: phf1_preTreat(+Phi)_HighP_SynCom_expA-rep1,38.99,27.93,0,seedlings,Col-0,phf1,--,PRJNA344452,5448290,0.9118,3/20/2017
GSM2328197,PBI255: phr1phl1_preTreat(+Phi)_HighP_SynCom_expA-rep1,53.38,22.24,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,4267031,0.896,3/20/2017
GSM2328198,PBI256: Col-0_preTreat(+Phi)_HighP_SynCom_expA-rep2,29.51,28.62,0,seedlings,Col-0,Col-0,--,PRJNA344452,6629200,0.9053,3/20/2017
GSM2328199,PBI257: phf1_preTreat(+Phi)_HighP_SynCom_expA-rep2,23.15,24.57,0,seedlings,Col-0,phf1,--,PRJNA344452,5131553,0.902,3/20/2017
GSM2328200,PBI258: phr1phl1_preTreat(+Phi)_HighP_SynCom_expA-rep2,19.67,25.47,0,seedlings,Col-0,phr1 phl1,--,PRJNA344452,4596848,0.8886,3/20/2017
GSM2328201,PBI001: Col-0_HighP_noBact_expA-rep1,43.62,26.74,0,seedlings,Col-0,Col-0,HighP_noBact,PRJNA344451,9267523,0.8669,3/20/2017
GSM2328202,PBI002: phr1_HighP_noBact_expA-rep1,42.9,29.78,0,seedlings,Col-0,phr1,HighP_noBact,PRJNA344451,10636793,0.8603,3/20/2017
GSM2328203,PBI003: Col-0_HighP_noBact_expA-rep2,39.02,29,0,seedlings,Col-0,Col-0,HighP_noBact,PRJNA344451,8766732,0.8341,3/20/2017
GSM2328204,PBI004: phr1_HighP_noBact_expA-rep2,43.89,28.14,0,seedlings,Col-0,phr1,HighP_noBact,PRJNA344451,10326268,0.8483,3/20/2017
GSM2328205,PBI005: Col-0_LowP_noBact_expA-rep1,49.98,26.92,0,seedlings,Col-0,Col-0,Mock,PRJNA344451,9508210,0.8411,3/20/2017
GSM2328206,PBI006: phr1_LowP_noBact_expA-rep1,39.91,27.24,0,seedlings,Col-0,phr1,Mock,PRJNA344451,9756884,0.8606,3/20/2017
GSM2328207,PBI007: Col-0_LowP_noBact_expA-rep2,44.11,28.55,0,seedlings,Col-0,Col-0,Mock,PRJNA344451,8841860,0.8498,3/20/2017
GSM2328208,PBI008: phr1_LowP_noBact_expA-rep2,36.27,26.17,0,seedlings,Col-0,phr1,Mock,PRJNA344451,6538542,0.8583,3/20/2017
GSM2328209,PBI009: Col-0_HighP_SynCom_expA-rep1,41.59,28.23,0,seedlings,Col-0,Col-0,HighP_SynCom,PRJNA344451,7124374,0.865,3/20/2017
GSM2328210,PBI010: phr1_HighP_SynCom_expA-rep1,31.66,28.51,0,seedlings,Col-0,phr1,HighP_SynCom,PRJNA344451,6795782,0.8646,3/20/2017
GSM2328211,PBI011: Col-0_HighP_SynCom_expA-rep2,47.26,27.59,0,seedlings,Col-0,Col-0,HighP_SynCom,PRJNA344451,6228569,0.8674,3/20/2017
GSM2328212,PBI012: phr1_HighP_SynCom_expA-rep2,40.82,28.89,0,seedlings,Col-0,phr1,HighP_SynCom,PRJNA344451,6724793,0.8431,3/20/2017
GSM2328213,PBI013: Col-0_LowP_SynCom_expA-rep1,37.06,22.21,0,seedlings,Col-0,Col-0,LowP_SynCom,PRJNA344451,6317047,0.8801,3/20/2017
GSM2328214,PBI014: phr1_LowP_SynCom_expA-rep1,42.81,24.64,0,seedlings,Col-0,phr1,LowP_SynCom,PRJNA344451,6478965,0.8733,3/20/2017
GSM2328215,PBI015: Col-0_LowP_SynCom_expA-rep2,53.91,20.32,0,seedlings,Col-0,Col-0,LowP_SynCom,PRJNA344451,8086797,0.8676,3/20/2017
GSM2328216,PBI016: phr1_LowP_SynCom_expA-rep2,43.64,26.26,0,seedlings,Col-0,phr1,LowP_SynCom,PRJNA344451,6867697,0.8701,3/20/2017
GSM2328217,PBI017: Col-0_LowP_SynCom_expB-rep1,44.78,19.63,0,seedlings,Col-0,Col-0,LowP_SynCom,PRJNA344451,6657590,0.8433,3/20/2017
GSM2328218,PBI018: phr1_LowP_SynCom_expB-rep1,40.52,22.28,0,seedlings,Col-0,phr1,LowP_SynCom,PRJNA344451,6299931,0.8716,3/20/2017
GSM2328219,PBI019: Col-0_LowP_SynCom_expB-rep2,21.8,18.38,0,seedlings,Col-0,Col-0,LowP_SynCom,PRJNA344451,5975673,0.8278,3/20/2017
GSM2328220,PBI020: phr1_LowP_SynCom_expB-rep2,42.28,22.23,0,seedlings,Col-0,phr1,LowP_SynCom,PRJNA344451,5765533,0.7229,3/20/2017
GSM2328221,PBI021: Col-0_LowP_noBact_expB-rep1,47.31,24.93,0,seedlings,Col-0,Col-0,Mock,PRJNA344451,6959334,0.8665,3/20/2017
GSM2328222,PBI022: phr1_LowP_noBact_expB-rep1,41.8,22.95,0,seedlings,Col-0,phr1,Mock,PRJNA344451,6015021,0.8655,3/20/2017
GSM2328223,PBI023: Col-0_LowP_noBact_expB-rep2,40.85,24.77,0,seedlings,Col-0,Col-0,Mock,PRJNA344451,6265759,0.8744,3/20/2017
GSM2328224,PBI024: phr1_LowP_noBact_expB-rep2,38.3,22.7,0,seedlings,Col-0,phr1,Mock,PRJNA344451,5960245,0.8594,3/20/2017
GSM2328225,PBI025: Col-0_HighP_noBact_expB-rep1,38.58,26.78,0,seedlings,Col-0,Col-0,HighP_noBact,PRJNA344451,6550802,0.8806,3/20/2017
GSM2328226,PBI026: phr1_HighP_noBact_expB-rep1,46.07,23.97,0,seedlings,Col-0,phr1,HighP_noBact,PRJNA344451,6646529,0.8804,3/20/2017
GSM2328227,PBI027: Col-0_HighP_noBact_expB-rep2,41.22,25.31,0,seedlings,Col-0,Col-0,HighP_noBact,PRJNA344451,6769471,0.8655,3/20/2017
GSM2328228,PBI028: phr1_HighP_noBact_expB-rep2,41.58,24.52,0,seedlings,Col-0,phr1,HighP_noBact,PRJNA344451,5949234,0.8779,3/20/2017
GSM2328229,PBI029: Col-0_HighP_SynCom_expB-rep1,50.39,27.31,0,seedlings,Col-0,Col-0,HighP_SynCom,PRJNA344451,7166922,0.8717,3/20/2017
GSM2328230,PBI030: phr1_HighP_SynCom_expB-rep1,47.12,25.21,0,seedlings,Col-0,phr1,HighP_SynCom,PRJNA344451,6436014,0.8748,3/20/2017
GSM2328231,PBI031: Col-0_HighP_SynCom_expB-rep2,50.89,26.64,0,seedlings,Col-0,Col-0,HighP_SynCom,PRJNA344451,7056594,0.8232,3/20/2017
GSM2328232,PBI032: phr1_HighP_SynCom_expB-rep2,44.27,27.99,0,seedlings,Col-0,phr1,HighP_SynCom,PRJNA344451,7217196,0.8789,3/20/2017
GSM2328233,PBI033: Col-0_HighP_noBact_expC-rep1,39.53,21.06,0,seedlings,Col-0,Col-0,HighP_noBact,PRJNA344451,4859018,0.8979,3/20/2017
GSM2328234,PBI034: phr1_HighP_noBact_expC-rep1,79.89,16.17,0,seedlings,Col-0,phr1,HighP_noBact,PRJNA344451,4991751,0.8242,3/20/2017
GSM2328235,PBI035: phr1phl1_HighP_noBact_expC-rep1,53.96,17.4,0,seedlings,Col-0,phr1 phl1,HighP_noBact,PRJNA344451,4467030,0.8433,3/20/2017
GSM2328236,PBI036: Col-0_HighP_noBact_expC-rep2,50.26,18.26,0,seedlings,Col-0,Col-0,HighP_noBact,PRJNA344451,4660942,0.8583,3/20/2017
GSM2328237,PBI037: phr1_HighP_noBact_expC-rep2,54.69,17.05,0,seedlings,Col-0,phr1,HighP_noBact,PRJNA344451,4677502,0.8645,3/20/2017
GSM2328238,PBI038: phr1phl1_HighP_noBact_expC-rep2,47.5,17.12,0,seedlings,Col-0,phr1 phl1,HighP_noBact,PRJNA344451,4650765,0.8593,3/20/2017
GSM2328239,PBI039: Col-0_LowP_noBact_expC-rep1,45.11,19.55,0,seedlings,Col-0,Col-0,Mock,PRJNA344451,4799314,0.8807,3/20/2017
GSM2328240,PBI040: phr1_LowP_noBact_expC-rep1,46.8,18.52,0,seedlings,Col-0,phr1,Mock,PRJNA344451,5460616,0.8951,3/20/2017
GSM2328241,PBI041: phr1phl1_LowP_noBact_expC-rep1,51.53,16.86,0,seedlings,Col-0,phr1 phl1,Mock,PRJNA344451,4982339,0.8891,3/20/2017
GSM2328242,PBI042: Col-0_LowP_noBact_expC-rep2,49.03,19.76,0,seedlings,Col-0,Col-0,Mock,PRJNA344451,5228263,0.8854,3/20/2017
GSM2328243,PBI043: phr1_LowP_noBact_expC-rep2,59.88,20.71,0,seedlings,Col-0,phr1,Mock,PRJNA344451,4903544,0.8974,3/20/2017
GSM2328244,PBI044: phr1phl1_LowP_noBact_expC-rep2,51.25,17.47,0,seedlings,Col-0,phr1 phl1,Mock,PRJNA344451,4690371,0.8808,3/20/2017
GSM2328245,PBI045: Col-0_HighP_SynCom_expC-rep1,51.71,15.32,0,seedlings,Col-0,Col-0,HighP_SynCom,PRJNA344451,3624477,0.6629,3/20/2017
GSM2328246,PBI046: phr1_HighP_SynCom_expC-rep1,66.13,18.04,0,seedlings,Col-0,phr1,HighP_SynCom,PRJNA344451,4069441,0.8716,3/20/2017
GSM2328247,PBI047: phr1phl1_HighP_SynCom_expC-rep1,71.08,17.42,0,seedlings,Col-0,phr1 phl1,HighP_SynCom,PRJNA344451,5763575,0.8189,3/20/2017
GSM2328248,PBI048: Col-0_HighP_SynCom_expC-rep2,68.11,20.43,0,seedlings,Col-0,Col-0,HighP_SynCom,PRJNA344451,5130331,0.8733,3/20/2017
GSM2328249,PBI049: phr1_HighP_SynCom_expC-rep2,75.42,18.03,0,seedlings,Col-0,phr1,HighP_SynCom,PRJNA344451,4457378,0.815,3/20/2017
GSM2328250,PBI050: phr1phl1_HighP_SynCom_expC-rep2,64.55,17.9,0,seedlings,Col-0,phr1 phl1,HighP_SynCom,PRJNA344451,4639564,0.8655,3/20/2017
GSM2328251,PBI051: Col-0_LowP_SynCom_expC-rep1,63.41,13.83,0,seedlings,Col-0,Col-0,LowP_SynCom,PRJNA344451,4166759,0.8824,3/20/2017
GSM2328252,PBI052: phr1_LowP_SynCom_expC-rep1,73.76,14.19,0,seedlings,Col-0,phr1,LowP_SynCom,PRJNA344451,4013478,0.808,3/20/2017
GSM2328253,PBI053: phr1phl1_LowP_SynCom_expC-rep1,51.73,16.43,0,seedlings,Col-0,phr1 phl1,LowP_SynCom,PRJNA344451,3985099,0.8421,3/20/2017
GSM2328254,PBI054: Col-0_LowP_SynCom_expC-rep2,54.18,18.34,0,seedlings,Col-0,Col-0,LowP_SynCom,PRJNA344451,3590526,0.7668,3/20/2017
GSM2328255,PBI055: phr1_LowP_SynCom_expC-rep2,68.78,16.08,0,seedlings,Col-0,phr1,LowP_SynCom,PRJNA344451,3260224,0.8758,3/20/2017
GSM2328256,PBI056: phr1phl1_LowP_SynCom_expC-rep2,64.04,13.63,0,seedlings,Col-0,phr1 phl1,LowP_SynCom,PRJNA344451,3417746,0.7139,3/20/2017
GSM2328257,PBI057: Col-0_HighP_noBact_expD-rep1,63.5,15.77,0,seedlings,Col-0,Col-0,HighP_noBact,PRJNA344451,3430432,0.8604,3/20/2017
GSM2328258,PBI058: phr1_HighP_noBact_expD-rep1,32.62,15.33,0,seedlings,Col-0,phr1,HighP_noBact,PRJNA344451,3287846,0.8825,3/20/2017
GSM2328259,PBI059: phr1phl1_HighP_noBact_expD-rep1,29.52,14.97,0,seedlings,Col-0,phr1 phl1,HighP_noBact,PRJNA344451,3540139,0.877,3/20/2017
GSM2328260,PBI060: Col-0_HighP_noBact_expD-rep2,53.21,16.81,0,seedlings,Col-0,Col-0,HighP_noBact,PRJNA344451,3050386,0.8806,3/20/2017
GSM2328261,PBI061: phr1_HighP_noBact_expD-rep2,42.19,16.06,0,seedlings,Col-0,phr1,HighP_noBact,PRJNA344451,3258204,0.8746,3/20/2017
GSM2328262,PBI062: phr1phl1_HighP_noBact_expD-rep2,38.2,17.8,0,seedlings,Col-0,phr1 phl1,HighP_noBact,PRJNA344451,3596812,0.8266,3/20/2017
GSM2328263,PBI063: Col-0_LowP_noBact_expD-rep1,48.51,16.35,0,seedlings,Col-0,Col-0,Mock,PRJNA344451,3826571,0.8356,3/20/2017
GSM2328264,PBI064: phr1_LowP_noBact_expD-rep1,47.69,16.8,0,seedlings,Col-0,phr1,Mock,PRJNA344451,4024444,0.8553,3/20/2017
GSM2328265,PBI065: phr1phl1_LowP_noBact_expD-rep1,49.36,18.04,0,seedlings,Col-0,phr1 phl1,Mock,PRJNA344451,3877249,0.8253,3/20/2017
GSM2328266,PBI066: Col-0_LowP_noBact_expD-rep2,51.04,15.58,0,seedlings,Col-0,Col-0,Mock,PRJNA344451,4509831,0.8495,3/20/2017
