Sample,Project,SampleName,PMID,Genotype,Ecotype,Tissue,TotalReads,UniqueMappedRate,ReleaseDate
ERX1946858,PRJEB19974,SAMEA103918516,PMC5435985,/,Col-0,rosette leaf,19230639,96.10%,2018/7/4
ERX1946859,PRJEB19974,SAMEA103918517,PMC5435985,/,Col-0,rosette leaf,27494670,95.70%,2018/7/4
ERX1946860,PRJEB19974,SAMEA103918518,PMC5435985,/,Col-0,rosette leaf,22430848,96.00%,2018/7/4
ERX1946861,PRJEB19974,SAMEA103918519,PMC5435985,/,Col-0,rosette leaf,17396053,95.60%,2018/7/4
ERX1946862,PRJEB19974,SAMEA103918520,PMC5435985,/,Col-0,rosette leaf,18136410,95.80%,2018/7/4
ERX1946863,PRJEB19974,SAMEA103918521,PMC5435985,/,Col-0,rosette leaf,20718241,95.90%,2018/7/4
ERX1946864,PRJEB19974,SAMEA103918522,PMC5435985,/,Col-0,rosette leaf,18137165,95.80%,2018/7/4
ERX1946865,PRJEB19974,SAMEA103918523,PMC5435985,/,Col-0,rosette leaf,20921731,95.80%,2018/7/4
ERX1946866,PRJEB19974,SAMEA103918524,PMC5435985,/,Col-0,rosette leaf,23539874,95.70%,2018/7/4
ERX1946867,PRJEB19974,SAMEA103918525,PMC5435985,/,Col-0,rosette leaf,20885380,95.90%,2018/7/4
ERX1946868,PRJEB19974,SAMEA103918526,PMC5435985,/,Col-0,rosette leaf,20512574,95.80%,2018/7/4
ERX1946869,PRJEB19974,SAMEA103918527,PMC5435985,/,Col-0,rosette leaf,22048984,94.50%,2018/7/4
ERX1946870,PRJEB19974,SAMEA103918528,PMC5435985,/,Col-0,rosette leaf,21059011,94.50%,2018/7/4
ERX1946871,PRJEB19974,SAMEA103918529,PMC5435985,/,Col-0,rosette leaf,17923873,94.70%,2018/7/4
ERX1946872,PRJEB19974,SAMEA103918530,PMC5435985,/,Col-0,rosette leaf,19220898,94.70%,2018/7/4
ERX1946873,PRJEB19974,SAMEA103918531,PMC5435985,/,Col-0,rosette leaf,20297353,95.10%,2018/7/4
ERX1946874,PRJEB19974,SAMEA103918532,PMC5435985,/,Col-0,rosette leaf,20677959,95.00%,2018/7/4
ERX1946875,PRJEB19974,SAMEA103918533,PMC5435985,/,Col-0,rosette leaf,17761898,95.30%,2018/7/4
ERX1946876,PRJEB19974,SAMEA103918534,PMC5435985,/,Col-0,rosette leaf,21534395,94.90%,2018/7/4
ERX1946877,PRJEB19974,SAMEA103918535,PMC5435985,/,Col-0,rosette leaf,19663670,94.80%,2018/7/4
ERX1946878,PRJEB19974,SAMEA103918536,PMC5435985,/,Col-0,rosette leaf,24711338,95.30%,2018/7/4
ERX1946879,PRJEB19974,SAMEA103918537,PMC5435985,/,Col-0,rosette leaf,20321873,95.30%,2018/7/4
ERX1946880,PRJEB19974,SAMEA103918538,PMC5435985,/,Col-0,rosette leaf,21050930,95.40%,2018/7/4
ERX1946881,PRJEB19974,SAMEA103918539,PMC5435985,/,Col-0,rosette leaf,23699501,95.10%,2018/7/4
ERX1946882,PRJEB19974,SAMEA103918540,PMC5435985,/,Col-0,rosette leaf,21372634,95.80%,2018/7/4
ERX1946883,PRJEB19974,SAMEA103918541,PMC5435985,/,Col-0,rosette leaf,24037678,95.30%,2018/7/4
ERX1946884,PRJEB19974,SAMEA103918542,PMC5435985,/,Col-0,rosette leaf,27722220,95.40%,2018/7/4
ERX1946885,PRJEB19974,SAMEA103918543,PMC5435985,/,Col-0,rosette leaf,21910864,95.40%,2018/7/4
ERX1946886,PRJEB19974,SAMEA103918544,PMC5435985,/,Col-0,rosette leaf,17811997,95.40%,2018/7/4
ERX1946887,PRJEB19974,SAMEA103918545,PMC5435985,/,Col-0,rosette leaf,17910651,95.20%,2018/7/4
ERX1946888,PRJEB19974,SAMEA103918546,PMC5435985,/,Col-0,rosette leaf,20434827,95.30%,2018/7/4
ERX1946889,PRJEB19974,SAMEA103918547,PMC5435985,/,Col-0,rosette leaf,21388787,94.90%,2018/7/4
ERX1946890,PRJEB19974,SAMEA103918548,PMC5435985,/,Col-0,rosette leaf,20170140,95.20%,2018/7/4
ERX1946891,PRJEB19974,SAMEA103918549,PMC5435985,/,Col-0,rosette leaf,22428394,95.60%,2018/7/4
ERX1946892,PRJEB19974,SAMEA103918550,PMC5435985,/,Col-0,rosette leaf,24608590,95.10%,2018/7/4
ERX1946893,PRJEB19974,SAMEA103918551,PMC5435985,/,Col-0,rosette leaf,20690812,95.00%,2018/7/4
ERX1946894,PRJEB19974,SAMEA103918552,PMC5435985,/,Col-0,rosette leaf,18618292,95.30%,2018/7/4
ERX1946895,PRJEB19974,SAMEA103918553,PMC5435985,/,Col-0,rosette leaf,21457574,95.30%,2018/7/4
ERX1946896,PRJEB19974,SAMEA103918554,PMC5435985,/,Col-0,rosette leaf,19062348,95.00%,2018/7/4
ERX1946897,PRJEB19974,SAMEA103918555,PMC5435985,/,Col-0,rosette leaf,21062728,95.30%,2018/7/4
ERX1946898,PRJEB19974,SAMEA103918556,PMC5435985,/,Col-0,rosette leaf,21795185,95.30%,2018/7/4
ERX1946899,PRJEB19974,SAMEA103918557,PMC5435985,/,Col-0,rosette leaf,23554796,95.40%,2018/7/4
ERX1946900,PRJEB19974,SAMEA103918558,PMC5435985,/,Col-0,rosette leaf,21452730,95.30%,2018/7/4
ERX1946901,PRJEB19974,SAMEA103918559,PMC5435985,/,Col-0,rosette leaf,20694680,95.40%,2018/7/4
ERX1946902,PRJEB19974,SAMEA103918560,PMC5435985,/,Col-0,rosette leaf,18521994,95.20%,2018/7/4
ERX1946903,PRJEB19974,SAMEA103918561,PMC5435985,/,Col-0,rosette leaf,17683048,95.30%,2018/7/4
ERX1946904,PRJEB19974,SAMEA103918562,PMC5435985,/,Col-0,rosette leaf,21899700,94.90%,2018/7/4
ERX1946905,PRJEB19974,SAMEA103918563,PMC5435985,/,Col-0,rosette leaf,26352899,95.50%,2018/7/4
ERX1946906,PRJEB19974,SAMEA103918564,PMC5435985,/,Col-0,rosette leaf,24848315,95.70%,2018/7/4
ERX1946907,PRJEB19974,SAMEA103918565,PMC5435985,/,Col-0,rosette leaf,27569017,95.30%,2018/7/4
ERX1946908,PRJEB19974,SAMEA103918566,PMC5435985,/,Col-0,rosette leaf,26211995,95.40%,2018/7/4
ERX1946909,PRJEB19974,SAMEA103918567,PMC5435985,/,Col-0,rosette leaf,24212046,95.10%,2018/7/4
ERX1946910,PRJEB19974,SAMEA103918568,PMC5435985,/,Col-0,rosette leaf,22310794,95.60%,2018/7/4
ERX1946911,PRJEB19974,SAMEA103918569,PMC5435985,/,Col-0,rosette leaf,22575718,95.40%,2018/7/4
ERX1958196,PRJEB20122,Col-0-R1,PMC5422822,wild type,Col-0,leaves,6008594,69.00%,2017/4/8
ERX1958197,PRJEB20122,Col-0-R2,PMC5422822,wild type,Col-0,leaves,5437813,50.50%,2017/4/8
ERX1958198,PRJEB20122,Col-0-R3,PMC5422822,wild type,Col-0,leaves,5451871,45.40%,2017/4/8
ERX1958199,PRJEB20122,lhp1-R1,PMC5422822,lhp1 mutant,Col-0,leaves,3982045,42.80%,2017/4/8
ERX1958200,PRJEB20122,lhp1-R2,PMC5422822,lhp1 mutant,Col-0,leaves,5697626,64.70%,2017/4/8
ERX1958201,PRJEB20122,lhp1-R3,PMC5422822,lhp1 mutant,Col-0,leaves,4230310,10.30%,2017/4/8
ERX1958202,PRJEB20122,eol1-lhp1-R1,PMC5422822,eol1-lhp1 mutant,Col-0,leaves,5376467,57.90%,2017/4/8
ERX1958203,PRJEB20122,eol1-lhp1-R2,PMC5422822,eol1-lhp1 mutant,Col-0,leaves,4505705,64.20%,2017/4/8
ERX1958204,PRJEB20122,eol1-lhp1-R3,PMC5422822,eol1-lhp1 mutant,Col-0,leaves,5133300,47.80%,2017/4/8
ERX204377,PRJEB1440,TS50pg,/,/,/,leaves,33073960,68.60%,2013/3/28
ERX204378,PRJEB1440,dilution_50pg,/,/,/,leaves,69186656,70.00%,2013/3/28
ERX204379,PRJEB1440,QC6,/,/,/,root,70752842,4.80%,2013/3/28
ERX204380,PRJEB1440,QC1,/,/,/,root,60136044,5.60%,2013/3/28
ERX204381,PRJEB1440,dilution_500pg,/,/,/,leaves,51931660,64.80%,2013/3/28
ERX204382,PRJEB1440,TS50pg,/,/,/,leaves,32304477,57.60%,2013/3/28
ERX204383,PRJEB1440,QC5,/,/,/,root,59606315,7.00%,2013/3/28
ERX204384,PRJEB1440,pGL2-1,/,/,/,root,22860111,71.90%,2013/3/28
ERX204385,PRJEB1440,Tang50pg,/,/,/,leaves,37921320,81.30%,2013/3/28
ERX204386,PRJEB1440,dilution_500pg,/,/,/,leaves,79480980,54.40%,2013/3/28
ERX204387,PRJEB1440,Tang50pg,/,/,/,leaves,38223473,80.80%,2013/3/28
ERX204388,PRJEB1440,dilution_500pg,/,/,/,leaves,41396610,62.80%,2013/3/28
ERX204389,PRJEB1440,pGL2-4,/,/,/,root,31071212,66.30%,2013/3/28
ERX204390,PRJEB1440,QC2,/,/,/,root,56141255,10.40%,2013/3/28
ERX204391,PRJEB1440,pGL2-2,/,/,/,root,42769604,57.50%,2013/3/28
ERX204392,PRJEB1440,dilution_10pg,/,/,/,leaves,91432065,70.90%,2013/3/28
ERX204393,PRJEB1440,50pgAra_50pgHeLa,/,/,/,leaves,28620386,44.60%,2013/3/28
ERX204394,PRJEB1440,pGL2-3,/,/,/,root,47485098,48.40%,2013/3/28
ERX204395,PRJEB1440,dilution_10pg,/,/,/,leaves,79502630,67.80%,2013/3/28
ERX204396,PRJEB1440,pGL2-7,/,/,/,root,10785092,65.60%,2013/3/28
ERX204397,PRJEB1440,QC3,/,/,/,root,54143428,10.30%,2013/3/28
ERX204398,PRJEB1440,dilution_50pg,/,/,/,leaves,61452890,65.30%,2013/3/28
ERX204399,PRJEB1440,dilution_5000pg,/,/,/,leaves,69392269,62.10%,2013/3/28
ERX204400,PRJEB1440,dilution_50pg,/,/,/,leaves,41596648,65.30%,2013/3/28
ERX204401,PRJEB1440,QC4,/,/,/,root,32017522,10.30%,2013/3/28
ERX204402,PRJEB1440,dilution_5000pg,/,/,/,leaves,33248509,63.80%,2013/3/28
ERX204403,PRJEB1440,50pgAra_50pgHeLa,/,/,/,leaves,28799282,44.40%,2013/3/28
ERX204404,PRJEB1440,dilution_10pg,/,/,/,leaves,92903367,73.30%,2013/3/28
ERX204405,PRJEB1440,pGL2-6,/,/,/,root,22075881,54.70%,2013/3/28
ERX204406,PRJEB1440,dilution_5000pg,/,/,/,leaves,39908873,60.30%,2013/3/28
ERX204407,PRJEB1440,dilution_50pg,/,/,/,leaves,84810684,72.70%,2013/3/28
ERX204408,PRJEB1440,50pgAra_50pgHeLa,/,/,/,leaves,32716507,45.80%,2013/3/28
ERX204409,PRJEB1440,pGL2-5,/,/,/,root,30240472,40.50%,2013/3/28
ERX2050338,PRJEB21008,SAMEA104092267,/,/,Col-0,cell,65971412,82.30%,2018/7/4
ERX2050339,PRJEB21008,SAMEA104092268,/,/,Col-0,cell,53787678,78.10%,2018/7/4
ERX2050340,PRJEB21008,SAMEA104092269,/,/,Col-0,cell,40148399,84.20%,2018/7/4
ERX2050341,PRJEB21008,SAMEA104092270,/,/,Col-0,cell,51973390,73.30%,2018/7/4
ERX2050342,PRJEB21008,SAMEA104092271,/,/,Col-0,cell,63072773,83.60%,2018/7/4
ERX2050343,PRJEB21008,SAMEA104092272,/,/,Col-0,cell,43344463,85.30%,2018/7/4
ERX2050344,PRJEB21008,SAMEA104092273,/,/,Col-0,cell,45889243,71.80%,2018/7/4
ERX2050345,PRJEB21008,SAMEA104092274,/,/,Col-0,cell,44400319,85.70%,2018/7/4
ERX2050346,PRJEB21008,SAMEA104092275,/,/,Col-0,cell,55103103,83.50%,2018/7/4
ERX2050347,PRJEB21008,SAMEA104092276,/,/,Col-0,cell,37989941,72.70%,2018/7/4
ERX2050348,PRJEB21008,SAMEA104092277,/,/,Col-0,cell,41888862,85.70%,2018/7/4
ERX2050349,PRJEB21008,SAMEA104092278,/,/,Col-0,cell,53084195,82.50%,2018/7/4
ERX2050350,PRJEB21008,SAMEA104092279,/,/,Col-0,cell,40618335,66.20%,2018/7/4
ERX2050351,PRJEB21008,SAMEA104092280,/,/,Col-0,cell,39662308,84.40%,2018/7/4
ERX2050352,PRJEB21008,SAMEA104092281,/,/,Col-0,cell,41925489,77.00%,2018/7/4
ERX2050353,PRJEB21008,SAMEA104092282,/,/,Col-0,cell,37412894,70.90%,2018/7/4
ERX2050354,PRJEB21008,SAMEA104092283,/,/,Col-0,cell,42428924,87.10%,2018/7/4
ERX2050355,PRJEB21008,SAMEA104092284,/,/,Col-0,cell,52201396,86.70%,2018/7/4
ERX2050356,PRJEB21008,SAMEA104092285,/,/,Col-0,cell,41273646,84.70%,2018/7/4
ERX2050357,PRJEB21008,SAMEA104092286,/,/,Col-0,cell,39690029,86.40%,2018/7/4
ERX2050358,PRJEB21008,SAMEA104092287,/,/,Col-0,cell,49732434,86.00%,2018/7/4
ERX2050359,PRJEB21008,SAMEA104092288,/,/,Col-0,cell,44124376,87.10%,2018/7/4
ERX2050360,PRJEB21008,SAMEA104092289,/,/,Col-0,cell,57380535,80.40%,2018/7/4
ERX2050361,PRJEB21008,SAMEA104092290,/,/,Col-0,cell,47913473,87.90%,2018/7/4
ERX2055373,PRJEB21133,E-MTAB-5788:Sample 1,/,wild type,Col-0,inflorescence,12837684,80.40%,2017/11/3
ERX2055374,PRJEB21133,E-MTAB-5788:Sample 2,/,wild type,Col-0,inflorescence,13426761,78.10%,2017/11/3
ERX2055375,PRJEB21133,E-MTAB-5788:Sample 3,/,hws-1 mutant,Col-0,inflorescence,13640037,81.00%,2017/11/3
ERX2055376,PRJEB21133,E-MTAB-5788:Sample 4,/,hws-1 mutant,Col-0,inflorescence,14276618,85.40%,2017/11/3
ERX2055377,PRJEB21133,E-MTAB-5788:Sample 5,/,hws-3 mutant,Col-0,inflorescence,13325015,77.50%,2017/11/3
ERX2055378,PRJEB21133,E-MTAB-5788:Sample 6,/,hws-3 mutant,Col-0,inflorescence,14666970,88.60%,2017/11/3
ERX2055379,PRJEB21133,E-MTAB-5788:Sample 7,/,hws-3 mutant,MIM156,inflorescence,14870328,77.10%,2017/11/3
ERX2055380,PRJEB21133,E-MTAB-5788:Sample 8,/,hws-3 mutant,MIM156,inflorescence,10143914,75.60%,2017/11/3
ERX2055381,PRJEB21133,E-MTAB-5788:Sample 9,/,35S:HWS overexpressor,Col-0,inflorescence,12002479,71.90%,2017/11/3
ERX2055382,PRJEB21133,E-MTAB-5788:Sample 10,/,35S:HWS overexpressor,Col-0,inflorescence,11709049,80.20%,2017/11/3
ERX2055383,PRJEB21133,E-MTAB-5788:Sample 11,/,wild type,MIM156,inflorescence,13248149,57.40%,2017/11/3
ERX2055384,PRJEB21133,E-MTAB-5788:Sample 12,/,wild type ,MIM156,inflorescence,13624711,50.10%,2017/11/3
ERX2244582,PRJEB23283,E-MTAB-6170:Sample 1,/,wild type,Col-0,siliques,43184671,92.10%,2017/11/14
ERX2244583,PRJEB23283,E-MTAB-6170:Sample 2,/,wild type,Col-0,siliques,43184671,87.80%,2017/11/14
ERX2244584,PRJEB23283,E-MTAB-6170:Sample 3,/,AtBUD13 heterozygous knockout,Col-0,siliques,43414066,91.80%,2017/11/14
ERX2244585,PRJEB23283,E-MTAB-6170:Sample 4,/,AtBUD13 heterozygous knockout,Col-0,siliques,43414066,87.90%,2017/11/14
ERX2258789,PRJEB23627,SAMEA104402117,/,fmo1 mutant,Col-0,leaves,14745565,87.30%,2018/3/24
ERX2258790,PRJEB23627,SAMEA104402118,/,fmo1 mutant,Col-0,leaves,14884537,88.10%,2018/3/24
ERX2258791,PRJEB23627,SAMEA104402119,/,fmo1 mutant,Col-0,leaves,16000000,76.90%,2018/3/24
ERX2258792,PRJEB23627,SAMEA104402120,/,fmo1 mutant,Col-0,leaves,13310334,87.90%,2018/3/24
ERX2258793,PRJEB23627,SAMEA104402121,/,fmo1 mutant,Col-0,leaves,16000000,88.40%,2018/3/24
ERX2258794,PRJEB23627,SAMEA104402122,/,fmo1 mutant,Col-0,leaves,16000000,87.50%,2018/3/24
ERX2258795,PRJEB23627,SAMEA104402123,/,wild type,Col-0,leaves,16000000,87.70%,2018/3/24
ERX2258796,PRJEB23627,SAMEA104402124,/,wild type,Col-0,leaves,16000000,88.20%,2018/3/24
ERX2258797,PRJEB23627,SAMEA104402125,/,wild type,Col-0,leaves,16000000,87.90%,2018/3/24
ERX2258798,PRJEB23627,SAMEA104402126,/,wild type,Col-0,leaves,11674224,88.00%,2018/3/24
ERX2258799,PRJEB23627,SAMEA104402127,/,wild type,Col-0,leaves,16000000,88.70%,2018/3/24
ERX2258800,PRJEB23627,SAMEA104402128,/,wild type,Col-0,leaves,16000000,86.10%,2018/3/24
ERX2297582,PRJEB24412,Col0-9-days-16C-rep1,/,/,Col-0,seedlings,55363396,94.80%,2018/5/3
ERX2297583,PRJEB24412,Col0-9-days-16C-rep2,/,/,Col-0,seedlings,49071763,94.70%,2018/5/3
ERX2297584,PRJEB24412,Col0-9-days-16C-rep3,/,/,Col-0,seedlings,51853894,84.60%,2018/5/3
ERX2297585,PRJEB24412,Col0-9-days-23C-rep1,/,/,Col-0,seedlings,46920425,95.10%,2018/5/3
ERX2297586,PRJEB24412,Col0-9-days-23C-rep2,/,/,Col-0,seedlings,45107165,95.30%,2018/5/3
ERX2297587,PRJEB24412,Col0-9-days-23C-rep3,/,/,Col-0,seedlings,44413781,95.10%,2018/5/3
ERX2297588,PRJEB24412,col0-9-days-16C+3-days-23C-rep1,/,/,Col-0,seedlings,42340804,94.10%,2018/5/3
ERX2297589,PRJEB24412,col0-9-days-16C+3-days-23C-rep2,/,/,Col-0,seedlings,44691756,95.00%,2018/5/3
ERX2297590,PRJEB24412,col0-9-days-16C+3-days-23C-rep3,/,/,Col-0,seedlings,47929272,94.50%,2018/5/3
ERX2297591,PRJEB24412,col0-9-days-23C+3-days-16C-expA-rep1,/,/,Col-0,seedlings,23137550,81.90%,2018/5/3
ERX2297592,PRJEB24412,col0-9-days-23C+3-days-16C-expA-rep2,/,/,Col-0,seedlings,24292855,82.90%,2018/5/3
ERX2297593,PRJEB24412,col0-9-days-23C+3-days-16C-expA-rep3,/,/,Col-0,seedlings,25914416,82.50%,2018/5/3
ERX2297594,PRJEB24412,col0-9-days-23C+3-days-16C-rep1,/,/,Col-0,seedlings,72150164,95.40%,2018/5/3
ERX2297595,PRJEB24412,col0-9-days-23C+3-days-16C-rep2,/,/,Col-0,seedlings,45197701,95.40%,2018/5/3
ERX2297596,PRJEB24412,col0-9-days-23C+3-days-16C-rep3,/,/,Col-0,seedlings,36317335,95.30%,2018/5/3
ERX2297597,PRJEB24412,col0-9-days-23C+3-days-27C-expA-rep1,/,/,Col-0,seedlings,23239503,84.90%,2018/5/3
ERX2297598,PRJEB24412,col0-9-days-23C+3-days-27C-expA-rep2,/,/,Col-0,seedlings,23551234,85.40%,2018/5/3
ERX2297599,PRJEB24412,col0-9-days-23C+3-days-27C-expA-rep3,/,/,Col-0,seedlings,15994406,85.50%,2018/5/3
ERX2297600,PRJEB24412,col0-12-days-23C-expA-rep1,/,/,Col-0,seedlings,32686739,82.90%,2018/5/3
ERX2297601,PRJEB24412,col0-12-days-23C-expA-rep2,/,/,Col-0,seedlings,23422678,69.80%,2018/5/3
ERX2297602,PRJEB24412,col0-12-days-23C-expA-rep3,/,/,Col-0,seedlings,23397444,86.00%,2018/5/3
ERX2297603,PRJEB24412,pcp-9-days-16C+3-days-23C-rep1-rerun,/,pcp,Col-0,seedlings,213853250,67.00%,2018/5/3
ERX2297604,PRJEB24412,pcp-9-days-16C+3-days-23C-rep1,/,pcp,Col-0,seedlings,53035681,68.00%,2018/5/3
ERX2297605,PRJEB24412,pcp-9-days-16C+3-days-23C-rep2-rerun,/,pcp,Col-0,seedlings,201676655,64.60%,2018/5/3
ERX2297606,PRJEB24412,pcp-9-days-16C+3-days-23C-rep2,/,pcp,Col-0,seedlings,45786931,65.50%,2018/5/3
ERX2297607,PRJEB24412,pcp-9-days-16C+3-days-23C-rep3,/,pcp,Col-0,seedlings,50766841,94.70%,2018/5/3
ERX2297608,PRJEB24412,pcp-9-days-23C+3-days-16C-rep1,/,pcp,Col-0,seedlings,50307767,95.20%,2018/5/3
ERX2297609,PRJEB24412,pcp-9-days-23C+3-days-16C-rep2,/,pcp,Col-0,seedlings,43991403,95.10%,2018/5/3
ERX2297610,PRJEB24412,pcp-9-days-23C+3-days-16C-rep3,/,pcp,Col-0,seedlings,42284016,95.60%,2018/5/3
ERX2297611,PRJEB24412,pcp-9days-16C-rep1,/,pcp,Col-0,seedlings,54491682,84.90%,2018/5/3
ERX2297612,PRJEB24412,pcp-9days-16C-rep2,/,pcp,Col-0,seedlings,53164725,92.30%,2018/5/3
ERX2297613,PRJEB24412,pcp-9days-16C-rep3,/,pcp,Col-0,seedlings,50106245,94.50%,2018/5/3
ERX2297614,PRJEB24412,pcp-9days-23C-rep1,/,pcp,Col-0,seedlings,49287105,94.50%,2018/5/3
ERX2297615,PRJEB24412,pcp-9days-23C-rep2,/,pcp,Col-0,seedlings,51113072,94.70%,2018/5/3
ERX2297616,PRJEB24412,pcp-9days-23C-rep3,/,pcp,Col-0,seedlings,46468379,94.60%,2018/5/3
ERX2329593,PRJEB24752,SAMEA104559034,/,wild type,Col-0,stigma,23260062,86.80%,2018/5/3
ERX2329594,PRJEB24752,SAMEA104559035,/,wild type,Col-0,stigma,20275932,90.00%,2018/5/3
ERX2329595,PRJEB24752,SAMEA104559036,/,wild type,Col-0,stigma,23949108,90.20%,2018/5/3
ERX2329596,PRJEB24752,SAMEA104559037,/,wild type,Col-0,stigma,22596598,85.60%,2018/5/3
ERX2329597,PRJEB24752,SAMEA104559038,/,wild type,Col-0,stigma,24415420,88.00%,2018/5/3
ERX2329598,PRJEB24752,SAMEA104559039,/,wild type,Col-0,stigma,25779757,91.90%,2018/5/3
ERX2329599,PRJEB24752,SAMEA104559040,/,wild type,Col-0,stigma,26299899,90.10%,2018/5/3
ERX2329600,PRJEB24752,SAMEA104559041,/,wild type,Col-0,stigma,25829222,88.00%,2018/5/3
ERX2329601,PRJEB24752,SAMEA104559042,/,wild type,Col-0,stigma,24018959,88.20%,2018/5/3
ERX2338277,PRJEB24873,T0 in fd-2 apices biorep1,/,fd-2,Col-0,apices,45580969,83.60%,2019/2/26
ERX2338278,PRJEB24873,T0 in fd-2 apices biorep2,/,fd-2,Col-0,apices,45451854,79.70%,2019/2/26
ERX2338279,PRJEB24873,T0 in fd-2 apices biorep3,/,fd-2,Col-0,apices,43039723,77.50%,2019/2/26
ERX2338280,PRJEB24873,T0 pFD::GFP:FD in fd-2 apices biorep1,/,pFD::GFP:FD,Col-0,apices,40394140,82.20%,2019/2/26
ERX2338281,PRJEB24873,T0 pFD::GFP:FD in fd-2 apices biorep2,/,pFD::GFP:FD,Col-0,apices,38737385,76.40%,2019/2/26
ERX2338282,PRJEB24873,T0 pFD::GFP:FD in fd-2 apices biorep3,/,pFD::GFP:FD,Col-0,apices,41568112,80.90%,2019/2/26
ERX2338283,PRJEB24873,T1 in fd-2 apices biorep1,/,fd-2,Col-0,apices,44000055,84.10%,2019/2/26
ERX2338284,PRJEB24873,T1 in fd-2 apices biorep2,/,fd-2,Col-0,apices,44864213,83.00%,2019/2/26
ERX2338285,PRJEB24873,T1 in fd-2 apices biorep3,/,fd-2,Col-0,apices,39346625,78.10%,2019/2/26
ERX2338286,PRJEB24873,T1 pFD::GFP:FD in fd-2 apices biorep1,/,pFD::GFP:FD,Col-0,apices,37968788,78.30%,2019/2/26
ERX2338287,PRJEB24873,T1 pFD::GFP:FD in fd-2 apices biorep2,/,pFD::GFP:FD,Col-0,apices,39701293,78.30%,2019/2/26
ERX2338288,PRJEB24873,T1 pFD::GFP:FD in fd-2 apices biorep3,/,pFD::GFP:FD,Col-0,apices,34315473,77.80%,2019/2/26
ERX2338289,PRJEB24873,T2 in fd-2 apices biorep1,/,fd-2,Col-0,apices,35992533,71.80%,2019/2/26
ERX2338290,PRJEB24873,T2 in fd-2 apices biorep2,/,fd-2,Col-0,apices,30150889,77.50%,2019/2/26
ERX2338291,PRJEB24873,T2 in fd-2 apices biorep3,/,fd-2,Col-0,apices,33855118,71.30%,2019/2/26
ERX2338292,PRJEB24873,T2 pFD::GFP:FD in fd-2 apices biorep1,/,pFD::GFP:FD,Col-0,apices,35336645,83.50%,2019/2/26
ERX2338293,PRJEB24873,T2 pFD::GFP:FD in fd-2 apices biorep2,/,pFD::GFP:FD,Col-0,apices,27198930,78.00%,2019/2/26
ERX2338294,PRJEB24873,T2 pFD::GFP:FD in fd-2 apices biorep3,/,pFD::GFP:FD,Col-0,apices,28180349,75.90%,2019/2/26
ERX2338295,PRJEB24873,T3 in fd-2 apices biorep1,/,fd-2,Col-0,apices,32410351,65.40%,2019/2/26
ERX2338296,PRJEB24873,T3 in fd-2 apices biorep2,/,fd-2,Col-0,apices,40105341,64.90%,2019/2/26
ERX2338297,PRJEB24873,T3 in fd-2 apices biorep3,/,fd-2,Col-0,apices,37302979,74.80%,2019/2/26
ERX2338298,PRJEB24873,T3 pFD::GFP:FD in fd-2 apices biorep1,/,pFD::GFP:FD,Col-0,apices,36381467,75.70%,2019/2/26
ERX2338299,PRJEB24873,T3 pFD::GFP:FD in fd-2 apices biorep2,/,pFD::GFP:FD,Col-0,apices,32246359,77.50%,2019/2/26
ERX2338300,PRJEB24873,T3 pFD::GFP:FD in fd-2 apices biorep3,/,pFD::GFP:FD,Col-0,apices,34259420,81.10%,2019/2/26
ERX2338301,PRJEB24873,T5 in fd-2 apices biorep1,/,fd-2,Col-0,apices,31877535,61.60%,2019/2/26
ERX2338302,PRJEB24873,T5 in fd-2 apices biorep2,/,fd-2,Col-0,apices,43473743,34.80%,2019/2/26
ERX2338303,PRJEB24873,T5 in fd-2 apices biorep3,/,fd-2,Col-0,apices,34890732,73.60%,2019/2/26
ERX2338304,PRJEB24873,T5 pFD::GFP:FD in fd-2 apices biorep1,/,pFD::GFP:FD,Col-0,apices,31501019,78.70%,2019/2/26
ERX2338305,PRJEB24873,T5 pFD::GFP:FD in fd-2 apices biorep2,/,pFD::GFP:FD,Col-0,apices,31292383,77.70%,2019/2/26
ERX2338306,PRJEB24873,T5 pFD::GFP:FD in fd-2 apices biorep3,/,pFD::GFP:FD,Col-0,apices,40537985,86.50%,2019/2/26
ERX2405537,PRJEB8944,RNA-seq-Col-0-R1,26721861,wild type,Col-0,seedlings,11796446,84.60%,2018/3/1
ERX2405538,PRJEB8944,RNA-seq-Col-0-R2,26721861,wild type,Col-0,seedlings,12384249,85.50%,2018/3/1
ERX2405539,PRJEB8944,RNA-seq-Col-0-R3,26721861,wild type,Col-0,seedlings,10724558,85.20%,2018/3/1
ERX2405540,PRJEB8944,RNA-seq-trb1-R1,26721861,trb1-1,Col-0,seedlings,12429210,85.50%,2018/3/1
ERX2405541,PRJEB8944,RNA-seq-trb1-R2,26721861,trb1-1 point,Col-0,seedlings,12061442,86.80%,2018/3/1
ERX2405542,PRJEB8944,RNA-seq-trb1-R3,26721861,trb1-1,Col-0,seedlings,9993376,86.00%,2018/3/1
ERX2405543,PRJEB8944,RNA-seq-trb3-R1,26721861,trb3-1,Col-0,seedlings,9683529,84.80%,2018/3/1
ERX2405544,PRJEB8944,RNA-seq-trb3-R2,26721861,trb3-1,Col-0,seedlings,9704700,87.00%,2018/3/1
ERX2405545,PRJEB8944,RNA-seq-trb3-R3,26721861,trb3-1,Col-0,seedlings,11737009,85.50%,2018/3/1
